,Text,Emotion
14251,"When others let me down, fail to keep agreements.",anger
14252, Certainly not . ,anger
14253,walked into my boss' office to ask a question and got a wendy's burger ,surprise
14254,"SHE was once considered one of the world 's most beautiful women , but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . ",sadness
14255,stuur een   voor 2dec  naar sint@nradio2.nl en win een op www.nradio2.nl en luister vanaf 18-22 uur  naar DJ Marien/Marion,surprise
14256,School food is a letdown. ,disgust
14257,@BWSC and I bought each Christmas gifts yesterday standing right beside each other.......lol,surprise
14258,Isn't it shameful to be using vulgar language steeped in 'under the belt' flirt tactics/humour once you breach the age of 25? ,disgust
14259,Just killed a spider and put it in my sisters bed ,surprise
14260,"A few months later Gough Whitlam brought the Australian Army home but it is said that for those who experienced the horrors , each one left a little piece of themselves out in Viet . ",fear
14261,My girlfriend is refusing to stop at a rest stop.  ,fear
14262,Staying in the room alone at night.,fear
14263,"I feel like punching my bosses face... A few times, then choke her! ",anger
14264,"Happy Mother's Day , Mom ! ",joy
14265,"remember: if you serve pork today and you see one of your friends/family avoid it, they're probably muslim terrorists. report them! ",fear
14266,"He turned a livid , stubbled face to the crowd . ",anger
14267,Its karaoke night at Applebees and I have to work till 10. &lt; ,joy
14268,When my beloved grandfather died.,sadness
14269,I hate when Twitter doesn't allow enough characters for a meaningful tweet ;),sadness
14270, I will call you when a computer is free . ,neutral
14271, YOU!  So many wonderful people flooded SAKS for& IN MOTION GALA!  & &amp; LOVE touched so many  #SUCCESS #GRATITUDE,joy
14272,Michelle did not raise her head from Tess 's shoulder and the resentful words were muffled . ,anger
14273,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me.",joy
14274,"I would rather live with  in my heart, than in my head #ButThatsJustMe",fear
14275,“@unknowng13: @Diezel_Mc @HarryBizzle1 let's hav this convo off twitter.” why off twitter joe? Dnt u want to celebrate n spread news ,joy
14276,@BONESonFOX yey there's a bones app! quickly followed by #disappointment to find that it's not available in the uk. :(,joy
14277,"Llore, pero de risa &quot;@Marjorie_rigaud: @SweetDids mi hermana no confia en mi, yo tanto q la quiero, pero #palantemarik&quot;",sadness
14278,Cant find my under armour to go for a run &lt;&lt;&lt;&lt; ,anger
14279,Some k.d. lang for the drive home. Got some serious bargains today ,joy
14280,Broke out into my version of a  fistpump. My parents were reminiscing of how daddy used to dance! (: ,joy
14281,"What a boring, ugly day. This is taking &quot;Lazy Sunday&quot; to an extreme. The worst part is that you are far away. ",sadness
14282,time to clean my room... ,joy
14283,"Belllas such a player!!! Wanting jacob AND edward! Pick one you greedy fool, you can't kiss both!! Gr #eclipse",anger
14284,"@mattmoore89 Ouch! Hope it feels better soon, I will pray for you! I am about to whip up some dinner then have a date with my eliptical ",joy
14285,"It took alot for me to say Hi &amp; wave with a smile on my face. But meh, I know now you don't care. Ended waving at a rail post... :( ",sadness
14286," I've tried , but I can't stand the bald man talking so loudly in the program . ",neutral
14287,A) A documentary in which baby fur seals were being clubbed / spiked to death by Canadian sealhunters. Brutally graphic. B) Description of a disfigured orphaned child in Hiroshima calling for her mother.,sadness
14288," Gucci , I have an idea . Do you want to see this movie together ? ",joy
14289,The most beautiful day of celebration with family...my cup overflows. ,joy
14290,The plan: rise n shine n give God the glory....,joy
14291,"Father Hugh Mcaleese said : ` We are devastated , but we intend to restore the church to its former glory . ",sadness
14292,My mommy doesn't know yet I'm comin home today instead of tomorrow ,surprise
14293,My friend and I planned to search for old documents and utensils in the cellar. It was very late at night when we arrived in the cellar. He indicated the place where the police (40 years ago) found two dead bodies. I got very scared when he told me this story.,fear
14294,Ive got a  n this that makes me very angry! I dnt know wats wrong wit me! I get angry nd moody 4 no reason! i need help!,anger
14295,"Irdk why I just got bent out of shape, probably just cause i've been stabbed in back once, you're gonna do it again.",fear
14296,"Students fear many things but we seem to fear the examinations most of all. I remember I was horror stricken before my microbiology exam, because it was a decisive one.",fear
14297,its not a  ... its a  and its coming your way... hope you have life gear. The ending of the worlds.. 2012 Dooms day,fear
14298,@kyle_ginn anti-joy protestors have been forced back by joy protestors in a fierce rivalry but joy protestors have won! ,joy
14299,I just had a terrible week . ,sadness
14300,Call of duty brings out the in people ...,anger
14301,Apparently Phil is taking me out on the town tomorrow night in PGH..to eat somewhere special? for once I haven't figured it out. ,surprise
14302," Oh , I'm afraid I'll be busy tomorrow evening . ",sadness
14303,"A king not universally popular , who owed his throne to assassination , must have been sensitive on such an issue , and maybe sometimes nervous of joining large assemblies of armed men . ",fear
14304,@Woordlab Als je rug vast zit kun je haar misschien nog leuke kerstsurprises gaan brengen  ,surprise
14305,Just got reminded that I have to get to work in an hour. Feel coming soon!,anger
14306,A friend I had missed very much came to see me unexpectedly.,joy
14307,Finally got my red velvet cake. #BelatedBirthdayBliss,joy
14308, Can you tell me why you like it ? ,neutral
14309,Listening to parents in the playground and at more formal events such as parents ' evenings should alert staff to early stages of parental disquiet . ,fear
14310," All you ever do is have unhealthy fast food Pizza , fries , burgers and hot dogs ! You have to start eating better ! ",anger
14311,by @Drake  is still the realist song ever made by him. Way too explicit for fakes #RS,fear
14312,I wanna go to the Golf Wang Shop so bad ,sadness
14313,"` Let me in for I am cold and desolate and hungry . "" ",sadness
14314,@Aimee0194 the sun is shinning and im stuck inside !!! ahahah :P are you going to come to the festival next week?,joy
14315,They simply could not understand why people in England were so worried . ,fear
14316,@xkusayca ik heb ook miss 5 pakken chocola thuis en 2kg pepernoten maar ik mag er nieet aan zitten xD -.-,surprise
14317,Aggie looked horrified as she caught sight of the horse dung on his hobnailed boots . ,fear
14318,"of mine , when i become famous , my past will come back to haunt me . badly .",fear
14319,@Manicdj99 @EDinCali R u calling Obama a slick talker? No he's a slick teleprompter reader. And not even that now that he shows his ,anger
14320,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
14321,December events are filling up our calendar fast and 2012 is off to an amazing start! Now...if I could just update the dang site! ,sadness
14322,Just heard the most beautiful sound of carolers singing outside my window. #peace,joy
14323, Yes . ,neutral
14324," Because I feel tired all the time , even when I wake up in the morning . I find it very difficult to do any work . I have no appetite . ",sadness
14325,Kansas St. is trending nationwide. Too bad they didn't win ,sadness
14326, Parents usually give their children more freedom in my country . Sometimes they give them too much freedom . ,neutral
14327,- being call fat is horrible fair does ,sadness
14328,Just accidentally allowed my skink to lick my tongue because I was mimicking her way too close to her face.....#fml,disgust
14329, Yes ? ,neutral
14330,"i should clarify: we're winning the *game* of terror, not the war on it. america terrorizes like fucking no one does. still, plenty to ",fear
14331,Highlight of my holiday so far... My pumpkin pie &amp; whipped cream and playing words with friends with my boyfriends mom #thanksgiving,joy
14332,I get angry when my smaller brother misbehaves and talks with indecent words.,anger
14333,@kellybrooke57 just made my night. What a  awesome ,surprise
14334,Driving back to sa and I think my gps has just taken me to the mexican side of austin...,fear
14335,Working the women's basketball game ,joy
14336,I hate crazy ex's. Like for real dude shoot yourself. It's been 2 years.. ,disgust
14337,Christmas shopping in tkmax with Deck The Halls playing in the background- ,joy
14338,"In a dam lake, when the water was let flow to water the plants and I and two other boys were near the water pit. We rescued ourselves only thanks to the flippers and the tyre that was with us.",fear
14339,trying to write a paper on a midsummer night's dream. good thing I dont understand this play at all. ,joy
14340,"Momma Sarah and these meals!!! @ariesangel8 gurl...I don't wanna leave but if I stay, I'll be 350 lbs by Christmas ;-) #hark",joy
14341,Family outing to the doctors today ,joy
14342,"Her astonished eyes were taking in his costume : gold-embroidered satin jacket , knee breeches and jabot of the eighteenth century . ",surprise
14343,great live performance by katy perry. ,surprise
14344,@Trey_Wiggs sad I missed bowling I had a migraine ,sadness
14345,His eyes flared over her astonished face . ,surprise
14346,"I felt anger when at the end of a telephone call, a good friend told me that she would go to travel next year with another good friend. We couldn't talk this out.",anger
14347,...Do not stand in AWE of your MOUNTAIN (situation) but STAND in AWE of #Jesus ..That is how you conquer! #Jesustweeters,fear
14348,Seeing an add for @onedirection 's album on tv and knowing you dont get it till christmas. ,sadness
14349, Critics are not very happy with the movies that you ’ Ve made recently . Does that bother you ? ,neutral
14350,"I could never have agreed to such a plan , but was pleased at Mick 's change of mood . ",joy
14351," Something awful happened . We went to the Portobello Road , and someone stole my handbag . ",sadness
14352,"She gazed at Ruth , and her face seemed to fill up with horror . ",fear
14353,The more than satisfactory result of a recently-completed university subject was communicated to me by phone.,joy
14354,Just got off...bout to go home and change clothes and go to my bitch @CEOQUISHA baby shower. She sound to happy. Lol,surprise
14355,Golden nugget remembered from last night: Key telling the tech to &quot;Stop. Collaborate and listen&quot; when he started playing the wrong vid. ,joy
14356,"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him.  I felt angry over his actions.",anger
14357," It ’ s very simple . Men shake hands , women and children don ’ t . ",neutral
14358,I Feel Bad For My Cousin ,joy
14359,@CarolBAndrews @litzz11 I really hate box stores. Just remember my home town being annihilated by Wal Mart. ,sadness
14360,"the awkward moment when someone who shouldn't wear a thong does O,o ",fear
14361,Sometimes I experience sadness for the Sports High School and for my unrealized dreams in the sport. Anyway there I spent six years of my life.,sadness
14362,The girl looked startled . ,surprise
14363,Left all my homework for today. ,joy
14364,"This is so unbeliveably annoying...i can't tell if it's my class, my lag, my mouse or my playing!!!!!!!!!awweagblherh flawfweb ",anger
14365,"The grief-stricken widow refused to leave her dead husband 's side , and even crawled into his bed in a vain attempt to infect herself with his disease . ",sadness
14366,"The earliest sparkling wines were undoubtedly discovered by accident , probably by the trial and error methods employed by anguished winemakers ironically trying to avoid the nuisance of fizzy wines . ",sadness
14367,"Craig Mabbitt is my idol, but he ruined Escape The Fate. ",sadness
14368,great day with my family and friends (:  ,surprise
14369,"The mood was despairing , despondent , and war-weary -- apathetic rather than rebellious . ",sadness
14370, No . ,neutral
14371,Just got an event invite for the last thirsty thursday at Annies till it reopens next year.. ,sadness
14372, It ’ s true . Michelle is a lot like Henry in so many ways . And she is shy with new people just like he is . ,joy
14373,"@ravikirank RT @StunningHijab: &quot;If you are patient in one moment of anger, you will escape a hundred days of sorrow.&quot;  ",anger
14374,Yesterday was a fun day didn't expect that #friday,surprise
14375,"Ah, don't you just love being right about something you wish you were wrong about .. ",joy
14376,I'm fnna be irritable as fuck this week. :) ,joy
14377,"if you're getting your information from a website not run by te 1 of 6 approved corporations, you probably the wrong people.",fear
14378,omkleden en zometeen gourmette en lekker drankje doen en alvast mybirthday vieren. #@myhouse,surprise
14379, I'm sorry . I think we're out of this skirt in this color . Do you want me to call another one of our store to see if it's available there ? ,sadness
14380,"` We are at our wits ; end here "" , say the airport management , ` and this has caused considerable upset and annoyance to the lady owning the number published "" . ",anger
14381,Just watched last weeks episode of  and the ending made me cry :'( ,sadness
14382,That moment when you realized you left your bus pass on the LTC AGAIN.  @western_usc help a #uwo kid out?,anger
14383,I gag in mouth mouth a little when I see you. ,disgust
14384,"Even as he spoke , she saw the dawning horror in his eyes . ",fear
14385,"But when he saw the wind boisterous, he was afraid ; and beginning to sink , he cried , saying, &quot;Lord, save me.&quot; Matthew 14:30 ",fear
14386,Blehh I wana go to the a day to remember concert :( ,sadness
14387,Bus conductor insulted me for not buying a ticket (I forgot).,anger
14388, It's been my pleasure to help you . ,fear
14389,"The ambassador dithered so Benjamin stormed out , grasped a frightened servant and made him take us to where Clinton was sitting with the Lady Francesca in a small bower built against the chateau wall . ",fear
14390,Finally finished all 523 pages of The Help. Can watch the movie in peace now. ,joy
14391,She felt the anguished tears of motherhood blur her vision and blinked them away . ,sadness
14392,Happy Holidays may a raining of flood you on the inside and outside in his mighty. #Amen,joy
14393,Playing 105 with my boys tonight instead of going to yoga and abs and doing my homework #lifesgettingbetter #goodlifedecisions,joy
14394,"If she did n't know him better , she would have said he was cross with her . ",anger
14395,"Mr Hamilton said : ` I am deeply concerned at what you have told me and I shall ask for immediate steps to be taken for normal decencies to be observed . "" ",fear
14396, China . ,neutral
14397,thanks for the hack emma... but I don't have mono everyone! #cleanbillofhealth,surprise
14398,Let's get this day over so I can go home and study ,joy
14399,"zo naar Sacha, lekker shoarma eten en daarna taart, cake en koekjes bakken voor morgen avond ",surprise
14400," you mean you got working experience , right ? ",neutral
14401,espanol with filsan and lee then the rpac for my hot second date with the elliptical.  ,joy
14402,@TysonWillms UM I know how you feel bro. Was up late last night drinking it and thought I was gonna die ,disgust
14403,"Shadow ministers , who had been behaving as if they were about to move into Whitehall , looked stunned and shattered . ",surprise
14404, Engaged ? ,neutral
14405,"not afraid of tomorrow, for I have seen yesterday and I love today #less @RevRunWisdom",fear
14406,"Once when I crossed the street, and was nearly trampled by a car.",fear
14407,A friend had promised to call me at a certain time. I expected his call impatiently but in vain.,anger
14408,The redd holiday cups at starbucks make me so happy:) (its the small things that tend to make me smile) winter+christmas! ,joy
14409, How about tango ? ,joy
14410,Its december tomorrow! That means I get to open my christmas calendar and listen to christmas songs ,joy
14411,"The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other.",sadness
14412,After you fk a ugly chick that looks like a little boy I wouldn't mess w you anyways ,disgust
14413,"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",fear
14414, What do you mean ? My daddy gave me this car for my birthday last month . It ’ s brand new ! ,anger
14415,@erin50michael don't worry. I'm good! Just carless ,sadness
14416,"finished work, now for homework ",joy
14417,Dolores felt glum at the sight ,sadness
14418,"In other news, completely forgot we have family pictures today. ",joy
14419,"Ayeeeee only 13 days, 12 hours, 21 minutes, and 15 seconds until Christmas! #cheerful",joy
14420,And here starts the long car ride to north carolina with the thanksgiving traffic ,joy
14421,"After hearing about the death of my grandfather.  First I could not believe it, but later I wept and felt the situation was hopeless.  I felt lonely and wanted to be consolated.",sadness
14422,Knackered - so what next? Prep for tomorrow  ,joy
14423,yuck! Twitter don't need to know about your period life ma'am! ,disgust
14424,@JessTasking And Soros runs most of the liberal press -- #joyness #propaganda #spindoctoring #monsters,joy
14425,Heading back to school.. ,joy
14426,"in auto with @jmoleamerica and grt b frobe, not the same without @Nilliamos =[ i miss you buddy ",sadness
14427, I've had enough . ,anger
14428,He looked most disconsolate . ,sadness
14429,"If a guy causes tears , they should be tears of not #pain",joy
14430,When I saw a horror film.,fear
14431,Goedemorgen! Als Barney zo afgelopen is gaat dochter in bad en dan moet ik even boodschappenlijstje maken. ,joy
14432,I always wanna look at tumblr at work but there are too many naked body parts on my dashboard that it just seems inappropriate ,sadness
14433,"Do you &quot;survive&quot; the holidays? &quot;LIVE-THRU&quot; instead. Connect with loved ones, practice gratitude &amp; experience joy. #gratitude #holidays",joy
14434,BACK. Because everything turned shit when @dropDeadAG broke his leg 5 minutes ago .. he's a tricky skateboarder. ,sadness
14435,@MatthewTSanders I miss all the things I did. I don't play trumpet anymore...I'm not singing... #memories,sadness
14436,I HATE WHEN MY PHONE DOESN'T CHARGE. AGH. ,anger
14437,"not, the end of the world isn't until next week. #instantfollowback",fear
14438,ONE... MORE... WEEK  My is rising just thinking about it! #VACATION!,joy
14439,Getting ready for physical therapy ,joy
14440,"Their mother died a month later , heartbroken by the loss of her mate . ",sadness
14441,"Not even Juwan Howard or Grant Hill RT @NepeanTX: Now that Shaq is retired, no active NBA player has dunked on Antoine Carr. ",sadness
14442," when I first moved in , I walked everywhere . But within a week , I had my purse stolen — just a block away from the police station ! Now , I always take public transportation . ",neutral
14443,The only event I can remember is having a nightmare when I was very young (3 years old) I dreamt about a machine which was going to crush me.,fear
14444,"` I was so embarrassed , "" said Dave , 38 . ",shame
14445,"my laptop is a cheap piece of shit hole, why don't you work properly for once you dumb junky fuck head ",anger
14446,Hmm. I don't hate Finn's voice in this last song. #glee,surprise
14447,I was about to begin a journey in a car with an acquaintance of mine.,fear
14448,&quot;@debrareble: follows a pure thought like a shadow that never leaves-Buddha #quote&quot;,joy
14449,thinking about VA Tech... another shooting happened today....  ,sadness
14450,mid term review in every single class. ,joy
14451,"@_anne_so Même pour un vieux film, rien que le trailer a réussi à me dégoûter. Et j'ai même pas pu le regarder en entier.  ",fear
14452,When I recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study.,joy
14453,"Dad , where are we off to ? ",neutral
14454,that’s that bullshit RT @selenaa_23: Walked into the last day of class to find out there is a quiz ,surprise
14455,People have some big mouths! Keep me name outta you mouth! Ughhh  ,anger
14456, Won ’ t you get lonely ? ,neutral
14457, He said he had to get rid of them . They were stolen . ,neutral
14458,Hot chocolate in the morning!! ,joy
14459,with joy you will draw water from the wells of salvation  #Jesus,joy
14460, I 'm delighted about that . ,joy
14461,Forgot to tell @Texasally6 that I was changing my hairstyle came home with shorter darker hair ,surprise
14462, How much ? ,neutral
14463," I'm very sorry for that , but I sent you several messages to explain , my mom was seriously ill , and I had to look afer her . ",sadness
14464,"Brian Davies , also from near Coventry , had entered some immense pumpkins and marrows , but seemed mournful . ",sadness
14465,TTK RT @aceCANiKiCKiT Check lol RT @DuhBB: RT @_b_Esparza @DuhBB I'm tryna get inside a black girl tho. #Bucketlist,disgust
14466,"There were rumours of anger among the grain farmers , who were being given IOUs instead of cash for their crops . ",anger
14467,"Driving school for 5 hours, ",joy
14468,When they changed my office to another room without my agreement.,anger
14469,Feelin Good! 3W - 0L.... 1TD 1Pick!& @deeonthetrack &amp;  @Born2Di got Dog walked 0W - 3L !  SMH ... Now 2morrow Monop! weekend!,joy
14470,"White out bullying tomorrow, surprise.",surprise
14471,@shannajoy415 you better take some time out of you oh so busy life and make some time for me....  #loveyou,sadness
14472," I appreciate that , thank you . ",joy
14473,@JahEmpress yes the most pacifist of my family full of  and ,joy
14474,"How on earth , when her heart was thumping and her body drowning in a wave of heat , could she stay angry at him ? ",anger
14475,"He did n't seem offended , he did n't exactly appear contrite . ",anger
14476,Ashley recoiled in horror . ,fear
14477,Proud of Rowan Williams. Anglican Church has morality &amp; freedom to show social compassion without or constraint; but #faith &amp; #hope,fear
14478, tattoo Tears under dey eyes...lol Nigga who u kill...? Must b fa lol #BabyGoldenLord,fear
14479,Annoying as fuck how av seen @example 6 times and then munters who hadn't even heard of him till last year bought al the tickets!! ,anger
14480,"Nor , in the western part of the country , does disgruntlement with Mr Kohl mean gruntlement for Social Democrats . ",disgust
14481,I had too much homework and examinations and I did not know how to organize my work.,anger
14482,Having a bit of 'me time' and getting my roots sorted out tonight...so they match the colour of the rest of my hair ;-) ,joy
14483,@Princesss_Sar I fuckin hate shady ass bitches #hateeeeeher,disgust
14484,I was with my family and we found some abandoned puppies.  I wanted to help them but everyone said no.  We then left.,anger
14485,"When I first heard \I like you !\"" from my boyfriend.""",joy
14486,"Beach mission meeting this morning, followed by coffee with the lovely Rachel Kay. Now rest before heading to hang with Beth Kings. ",joy
14487,When the girl with whom I am in love smiles at me.,joy
14488,Be truly glad. There is wonderful ahead! I Peter 1:6 #turnbacktogod #jesustweeters,joy
14489, So you want to go to Malibu ? ,joy
14490,writing xmas cards. Got to my friend who lost her lifelong partner this year #feelsstrange,sadness
14491,Mina and I would get really excited to play Mario Kart....but Sam won't go ask Ryan for it.. ,sadness
14492,&quot;@CU_Problems: No Booster Juice on campus. #CUProblems&quot;@Marcfalardeau12 #sorry..,sadness
14493," My friend and I was argued with each other . For this , I ’ m very sad . Because I don ’ t want to lose this friend . ",sadness
14494,"Up This Early For Duck Hunting :( There Is A Massive Deer Running The Field But No, We Are Going Duck Hunting...",joy
14495,I saw breaking dawn yesterday. And it was pretty good actually ,surprise
14496,When I heard that someone who is very close to me did very well in the exams despite having fooled around a lot.,joy
14497,smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,fear
14498,"Meno due puntate alla fine di Two&amp;halfMen, l'originale. Come fare senza Charlie dopo? ",sadness
14499,"Fear will always haunt me, but hope will always conquer.   ",fear
14500, sure . ,neutral
14501,"@ValiantComics @JamesW_Anderson Thanks guys. A little slowdown due to the holidays, then we have a in the wings for after the 1'st",surprise
14502,To manipulate  one must master his own . . Cuz it #Fear #What makes us decide . . #OurFutureJourney,fear
14503,some people just make your blood boil! UGHHH! ,anger
14504,Hein quoi? Rendez vous chez la boutique de scoot pour poser un coffre à 9h? UN SAMEDIIII? Mais vous êtes cinglé? Je dors quand ?? ,surprise
14505,"Before an exam which I, finally did not take.",fear
14506,And that second depressing moment when @MeGustin RTs your tweet about not followin you yet he does not follow you. ,sadness
14507,mom just told me to bring everything i wanted for christmas up on the computer so she can order it online.shes calling me lazy? ,surprise
14508,She wished she could share her glee with Adam . ,joy
14509,En route to Scarborough for a surprise party with a not so convincing cover up story ,surprise
14510,"They Say Not payin Somethin No Mind Is a Better Choice, Shit I Begg 2 Differ ignorin it makes it Worse Then Make U Wanna Fight ",anger
14511," Great idea ! Peter , I could use the drink . ",joy
14512,"Things that make my &lt;3 smile: kids with the giggles, whole-hearted laughs between friends, &amp; lovers shining in love. #gratitude #magic",joy
14513,"When they phoned me from Great-Britain to tell me that I could go there, if I wished, in Summer.",joy
14514,"Yes sir!! &quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear
14515,I was very joyful when I heard that I had passed the standard 8 exams. The day I heard the news was the day I celebrated my birthday.,joy
14516,If I find YO panties in my Laundry Basket &amp; you had Skid Marks inside them????? That's &amp;  #WeGoTogether,disgust
14517,Time for my floor meeting! #sarcasm,joy
14518,"Nevertheless , no writer , however self-sufficient , writes without a thought of an audience , and Tolkien was happy to discover anyone who could appreciate what he was up to . ",joy
14519,@zamped920 RT @BestWorstAdvice: Want to let your parents know that you're gay? Tell them during Christmas dinner. ,surprise
14520, I'm sorry . ,neutral
14521,Went to use my headphones but I remember they don't work :( ,sadness
14522,is that which acts as a barrier between the slave &amp;things forbidden by Allah.If fear is excessive it may turn into despair &amp; pessimism,fear
14523,"In college, I started a discussion with the teacher referring to a question I posed. I felt very unsure and I was afraid to fail.",fear
14524,After my time here in college west I have come to the conclusion that asians like to include mold in their diet  ,disgust
14525,I was coming home from an exam and I supposed that I had passed it so I ran to a restaurant for a beer.,joy
14526,Wow that's a long ass time!RT @murphylee: Y? i been one since 98 RT @CrazeLegs07: @murphylee You're a vegan?? ,surprise
14527,Cain's wife &quot;didn't know&quot; he's been giving his mistress money for 13 years.   AS A FRIEND.  Yup.    ,sadness
14528,done with tests this week. but i have two papers to write tonight. ,joy
14529,Sly was left feeling absolutely livid . ,anger
14530,"Seems that the sky will fall with so much rain, lightning never seen so many in one night only o.O ",fear
14531,"Yet the sorrow of Leibnitz , were he to have needlessly destroyed it , is described as ` a natural feeling for a humane man "" . ",sadness
14532,i would like to play //& my wife wont stop playing //& forever //&  ,sadness
14533,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
14534," Well , I like collecting matchbox ! I'm not sure if that counts , though . ",joy
14535,"Power tools coming from the hip , gunslinger style , or British Gas portraying the contented family enjoying the warm glow of its new central heating . ",joy
14536,Can't sleep n I'm too tired to play dress up..... ,sadness
14537,This week is going to suck. Completely and utterly suck. ,joy
14538,They talk about the sadness of departure ; what about the guilt of arrival ? ,sadness
14539,"@msleamichele sounds like fun! ^^ btw, can't wait to hear you sing more and more :) AMAZING VOICE &lt;3  ",sadness
14540, Thank you . ,neutral
14541," Hey , wouldn't it be great if we could go to Thailand together sometime ? ",joy
14542,"Hmmm another free period what to do, no homework either ",joy
14543,@justinexclark you hate too hard to love me. ,sadness
14544,"I wish someone in my family was coming 2 c the &quot;Hot Chocolate Nutcracker!&quot; Oh well, gr8ful for the @msdebbieallen Dance Academy fam! ",joy
14545,My computer isnt loading another page except Twitter... ,anger
14546,@vida4317 @i_am_riyanP Mga ti! Walang kupas ang pagka pick up material sa oks. Grabe na gyud ni! Change territory lang.. ,fear
14547,"Fear of the loss of a close friend, of feeling the ground slipping from under my feet.",fear
14548,When I was nearly attacked by a man who had been chasing me.,fear
14549,Goin to the mall with my cousin cause the mother of @mariahsaysrawrr won't take her :C  ,sadness
14550,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
14551,"They do care about others and are concerned about their country 's future . "" ",fear
14552,He really just likes hearing himself talk -.- ,anger
14553,"It could well become agitated at the dispersal of the pigeons , turn its head towards the lights , and bark heatedly at the roadworkers . ",fear
14554,The young lord was overjoyed to see what a beautiful wife his friends had found for him . ,joy
14555,Broke glasses.... Tape? This sucks! ,sadness
14556,"sittin by the xmas tree with a cup of hot cocoa, a blanket wrapped around me, and a teddy bear. ",joy
14557,Birds had made nests in our thatched roof and they were flying and flapping their wings in the bedroom at night.  It was very dark and I could not even see my nose.  I did not know that it was the birds till my mother told me so.,fear
14558,Omw back home - walking ,joy
14559," Sorry , sir . We have only double tables left . ",sadness
14560,Keep looking at my phone waiting a txt even tho i know I won't get one ,sadness
14561,"When I knew almost the same day about two great friends of mine that had serious existential crisis, and mainly when I notice that I'm in the same situation that they are, but I didn't realize it.",sadness
14562,The other day he slapped Liam across the face and got mad at me when I complained . ,anger
14563,I'm gonna miss all the Black Friday Commercials.... ,sadness
14564,Have to make a 57 on my final exam to be able to pass biology. Looks like I will be studying every day till next Wednesday. ,joy
14565,"Hopefully the next year will bring good #cheer to, well #meeeee",joy
14566,Random dog ran into my house?.... Her name was Sheela hahahahaha ,surprise
14567,From one thanksgiving dinner to the next more turkey,joy
14568,KAPOWerful word today at  ... @heinzschrader breaking it down. Walk in the Spirit and experience the Kingdom NOW!   ,joy
14569,never heard back from my group member which means.............i'm going to be up coding the pages he didnt send me...,joy
14570,"Hearty Greetings my friends, Wishing all of you waves of ~~~   &amp; ~~~ this #Friday evening... ^__^",joy
14571,My got my mathematics test's marks and could not believe that it was true.  In the past I would have at least 80% marks.  Was I getting weaker at studies ?  This made me feel that I should not expect too much from going to the university.,sadness
14572,"@SarahBakerE, is this really a concept Memphians don't understand? ",surprise
14573,"Itchy eyes, sore throat, sore muscles, dizzy. This is not how I planned my saturday. ",joy
14574,` I am delighted that you are so cheerful and optimistic . ,joy
14575,Resting After getting fustrated at fight night champion so i Locked It off quick b4 losin it ,anger
14576,I had worries about a certain illness.,fear
14577,"Walking back from the gas station me, @Brooklyns_MoKo, and Faisal saw a dog without a leash and freaked the hell out ",fear
14578,"One night, while I was sleeping, I woke up suddenly with the sensation that there was someone in my room.",fear
14579,@KenzzMarie Yayayayay let's go JETS can't wait for the game! You're gonna love the stadium. Biggest in NFL  #lovemymama,surprise
14580,Didn't have time to watch @TheXFactor this weekend ,sadness
14581,This can be dangerous work. I hate it : three field workers were trapped behind a tree by an enraged elephant after their tranquilliser dart missed its target . ,anger
14582,Yay chick fe lay sweet tea! ,joy
14583, APOCALYPTO this movie never gets old to me.... very simple classic story about and #REALLOVE,fear
14584,3 hour drive on the bus... ,joy
14585,damn. I wanna leave right now! sadly the two guys I board with aren't really responding.. ,sadness
14586,"They're playing Manchester Orchestra in between acts...Hey Allston Pudding, I really would have liked to go to that concert. ",anger
14587,Got a lot of people at BUILD today. ,joy
14588,When I was accepted into the medical school.  Medicine is a profession that I have desired ever since my childhood.,joy
14589,I fucking love Division,joy
14590," sleep, eat, homework oh and cheer? ",surprise
14591,"The scary moment when that spider that was on the wall 2 seconds ago, isn't there anymore. ",fear
14592,"If refused , they may feel saddened , disappointed , or inconvenienced , but their self-concept is n't shattered . ",sadness
14593,@Pau_GA @Opale60 et @figureisgood m'ont trouvée sur la photo de 6e.& donc la meme tete qu'en 6e ... ,fear
14594,"I had problems with tutors trying to encourage me to diversity my work and experiment with other styles , but I was quite happy with the direction my work was heading so I stubbornly stuck to it . ",joy
14595, It's exactly twelve minutes past seven . ,neutral
14596, Ok . ,neutral
14597,"Vitor went down on his hunkers and , much to the child 's glee , spent a minute or two admiring the toy . ",joy
14598,When I heard that I had passed my final examination at school (with success).,joy
14599,Listen: Your body is wise. It arouses feelings of fear so that you can release them.   ,fear
14600,Hello ? ,neutral
